,tailnum,type,manufacturer,issue_date,model,status,aircraft_type,engine_type,PlaneYear
983,N316SW,Corporation,BOEING,04/20/1992,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
984,N316US,Corporation,AIRBUS INDUSTRIE,10/21/2004,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1991
985,N317AS,Corporation,BOEING,03/27/2003,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
986,N317AT,Corporation,BOEING,03/15/2007,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
987,N317CA,Corporation,BOMBARDIER INC,12/20/2007,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
988,N317NB,Corporation,AIRBUS INDUSTRIE,09/29/2000,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
989,N317US,Corporation,AIRBUS INDUSTRIE,10/21/2004,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1991
990,N317WN,Corporation,BOEING,04/02/1999,737-3Q8,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
991,N318AS,Corporation,BOEING,06/02/2003,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
992,N318AT,Corporation,BOEING,04/18/2007,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
993,N318NB,Corporation,AIRBUS INDUSTRIE,09/26/2000,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
994,N318SW,Corporation,BOEING,05/19/2004,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
995,N318UA,Corporation,BOEING,04/19/1988,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
996,N318US,Corporation,AIRBUS INDUSTRIE,10/12/2004,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1991
997,N319AA,Corporation,BOEING,04/09/2004,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
998,N319AS,Corporation,BOEING,06/30/2003,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
999,N319NB,Corporation,AIRBUS INDUSTRIE,10/26/2000,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
1000,N319US,Corporation,AIRBUS INDUSTRIE,09/22/2004,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1991
1001,N320AA,Corporation,BOEING,04/09/2004,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1985
1002,N320AS,Corporation,BOEING,10/01/2003,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2003
1003,N320NB,Corporation,AIRBUS INDUSTRIE,12/19/2000,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
1004,N320US,Corporation,AIRBUS INDUSTRIE,09/22/2004,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1991
1005,N321AA,Corporation,BOEING,05/05/1986,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
1006,N321NB,Corporation,AIRBUS INDUSTRIE,01/26/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1007,N321US,Corporation,AIRBUS INDUSTRIE,01/14/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1008,N322AA,Corporation,BOEING,05/19/1986,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
1009,N322AW,Corporation,BOEING,06/26/2001,737-3G7,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1991
1010,N322NB,Corporation,AIRBUS INDUSTRIE,02/22/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1011,N322SW,Corporation,BOEING,01/30/2008,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1012,N322US,Corporation,AIRBUS INDUSTRIE,01/15/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1013,N323AS,Corporation,BOEING,02/26/2004,737-990,Valid,Fixed Wing Multi-Engine,Turbo-Jet,2004
1014,N323NB,Corporation,AIRBUS INDUSTRIE,03/15/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1015,N323SW,Corporation,BOEING,11/12/1991,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1016,N323US,Corporation,AIRBUS INDUSTRIE,02/03/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1017,N32404,Corporation,BOEING,07/20/2001,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1018,N324AA,Corporation,BOEING,09/17/1986,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
1019,N324NB,Corporation,AIRBUS INDUSTRIE,03/22/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1020,N324SW,Corporation,BOEING,05/19/2004,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1021,N324US,Corporation,AIRBUS INDUSTRIE,02/11/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1022,N325AA,Corporation,BOEING,12/24/1986,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
1023,N325NB,Corporation,AIRBUS INDUSTRIE,04/26/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1024,N325SW,Corporation,BOEING,05/19/2004,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1025,N325UA,Corporation,BOEING,09/08/1988,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1026,N325US,Corporation,AIRBUS INDUSTRIE,03/02/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1027,N32626,Corporation,BOEING,04/14/1996,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1995
1028,N326AT,Corporation,BOEING,06/20/2007,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
1029,N326NB,Corporation,AIRBUS INDUSTRIE,05/22/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1030,N326SW,Corporation,BOEING,10/14/2004,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1031,N326UA,Corporation,BOEING,09/11/2007,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1032,N326US,Corporation,AIRBUS INDUSTRIE,03/04/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1033,N327AA,Corporation,BOEING,12/10/1999,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
1034,N327NB,Corporation,AIRBUS INDUSTRIE,05/18/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1035,N327NW,Corporation,AIRBUS INDUSTRIE,04/01/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1036,N327SW,Corporation,BOEING,10/26/2004,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1037,N327UA,Corporation,BOEING,06/30/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1038,N328AA,Corporation,BOEING,04/09/2004,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1986
1039,N328NB,Corporation,AIRBUS INDUSTRIE,06/14/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1040,N328NW,Corporation,AIRBUS INDUSTRIE,04/08/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1041,N328SW,Corporation,BOEING,05/26/1988,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1042,N328UA,Corporation,BOEING,07/14/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1043,N329AA,Corporation,BOEING,04/09/2004,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1044,N329AT,Corporation,BOEING,07/18/2007,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
1045,N329NB,Corporation,AIRBUS INDUSTRIE,07/19/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1046,N329NW,Corporation,AIRBUS INDUSTRIE,05/05/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1047,N329SW,Corporation,BOEING,04/25/1988,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1048,N329UA,Corporation,BOEING,07/27/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1049,N330AT,Corporation,BOEING,07/25/2007,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
1050,N330NB,Corporation,AIRBUS INDUSTRIE,07/26/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1051,N330NW,Corporation,AIRBUS INDUSTRIE,05/07/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1052,N330SW,Corporation,BOEING,04/13/1988,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1053,N330UA,Corporation,BOEING,06/08/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1054,N33103,Corporation,BOEING,06/27/1994,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1994
1055,N33132,Corporation,BOEING,07/01/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
1056,N33182,Corporation,EMBRAER,04/27/2005,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
1057,N331AT,Corporation,BOEING,08/10/2007,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2007
1058,N331CA,Corporation,BOMBARDIER INC,12/20/2007,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1059,N331NW,Corporation,AIRBUS INDUSTRIE,06/08/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1060,N331SW,Corporation,BOEING,01/18/2008,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1061,N331UA,Corporation,BOEING,06/08/2006,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1062,N33203,Corporation,BOEING,06/22/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
1063,N33209,Corporation,BOEING,09/01/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
1064,N3324L,Corporation,DOUGLAS,12/02/1994,DC-9-32,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1967
1065,N33262,Corporation,BOEING,07/27/2001,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1066,N33264,Corporation,BOEING,08/14/2001,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1067,N33266,Corporation,BOEING,08/30/2001,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1068,N33284,Corporation,BOEING,03/30/2004,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
1069,N33286,Corporation,BOEING,05/24/2004,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
1070,N33289,Corporation,BOEING,07/30/2004,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
1071,N33294,Corporation,BOEING,08/23/2005,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2005
1072,N332AA,Corporation,BOEING,04/02/1987,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1073,N332AW,Corporation,BOEING,06/20/2001,737-3B7,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1074,N332NB,Corporation,AIRBUS INDUSTRIE,08/27/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1075,N332NW,Corporation,AIRBUS INDUSTRIE,06/11/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1076,N332SW,Corporation,BOEING,05/14/2003,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1077,N332UA,Corporation,BOEING,07/14/2004,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1078,N333NB,Corporation,AIRBUS INDUSTRIE,09/24/2001,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1079,N333NW,Corporation,AIRBUS INDUSTRIE,07/10/1992,A320-211,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1992
1080,N333SW,Corporation,BOEING,03/22/2004,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1081,N333UA,Corporation,BOEING,07/14/2004,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1082,N334AW,Corporation,BOEING,12/30/1998,737-3Y0,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1083,N334NB,Corporation,AIRBUS INDUSTRIE,01/18/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1084,N334NW,Corporation,AIRBUS INDUSTRIE,09/01/1992,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1085,N334SW,Corporation,BOEING,06/16/1988,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1086,N334UA,Corporation,BOEING,12/01/1988,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1087,N335AA,Corporation,BOEING,12/11/1987,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1088,N335NB,Corporation,AIRBUS INDUSTRIE,01/24/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1089,N335NW,Corporation,AIRBUS INDUSTRIE,07/11/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1090,N335SW,Corporation,BOEING,06/18/1988,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1091,N335UA,Corporation,BOEING,12/02/1988,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1092,N33608,Corporation,BOEING,04/06/1994,737-524,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1994
1093,N336AA,Corporation,BOEING,12/21/1987,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1094,N336AT,Corporation,BOEING,02/15/2008,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
1095,N336NB,Corporation,AIRBUS INDUSTRIE,02/21/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1096,N336NW,Corporation,AIRBUS INDUSTRIE,07/12/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1097,N336SW,Corporation,BOEING,06/18/1988,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1098,N336UA,Corporation,BOEING,05/13/2004,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1099,N33714,Corporation,BOEING,09/29/1998,737-724,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
1100,N337AT,Corporation,BOEING,03/18/2008,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
1101,N337NB,Corporation,AIRBUS INDUSTRIE,02/25/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1102,N337NW,Corporation,AIRBUS INDUSTRIE,07/19/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1103,N337SW,Corporation,BOEING,03/22/2004,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1104,N337UA,Corporation,BOEING,05/11/2004,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1105,N338AA,Corporation,BOEING,01/19/1988,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1987
1106,N338AT,Corporation,BOEING,05/05/2008,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
1107,N338NB,Corporation,AIRBUS,03/08/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1108,N338NW,Corporation,AIRBUS INDUSTRIE,09/13/2004,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1109,N338SW,Corporation,BOEING,03/22/2004,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1110,N338UA,Corporation,BOEING,05/12/2004,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1111,N339AA,Corporation,BOEING,01/28/1988,767-223,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1112,N339NB,Corporation,AIRBUS,03/27/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1113,N339NW,Corporation,AIRBUS INDUSTRIE,07/17/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1114,N339SW,Corporation,BOEING,09/26/1998,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1115,N339UA,Corporation,BOEING,11/29/2007,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1116,N340CA,Corporation,BOMBARDIER INC,12/28/2007,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1117,N340LV,Corporation,BOEING,08/07/2003,737-3K2,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
1118,N340NB,Corporation,AIRBUS,04/04/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1119,N340NW,Corporation,AIRBUS INDUSTRIE,07/11/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1120,N340UA,Corporation,BOEING,11/28/2007,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1121,N34110,Corporation,EMBRAER,06/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1122,N34111,Corporation,EMBRAER,06/25/2003,EMB-145XR,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1123,N34131,Corporation,BOEING,06/10/1998,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1998
1124,N34137,Corporation,BOEING,11/30/1999,757-224,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1999
1125,N341NB,Corporation,AIRBUS,05/09/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1126,N341NW,Corporation,AIRBUS INDUSTRIE,07/17/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1127,N341SW,Corporation,BOEING,09/26/1998,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1128,N341UA,Corporation,BOEING,12/02/1988,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1129,N34222,Corporation,BOEING,12/09/1998,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
1130,N34282,Corporation,BOEING,01/28/2004,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2004
1131,N342NB,Corporation,AIRBUS,05/30/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1132,N342NW,Corporation,AIRBUS INDUSTRIE,09/14/2004,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
1133,N342SW,Corporation,BOEING,05/01/1999,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1134,N342UA,Corporation,BOEING,11/28/1988,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1135,N343AA,Corporation,SIKORSKY,12/05/2003,S-76A,Valid,Rotorcraft,Turbo-Shaft,1979
1136,N343NB,Corporation,AIRBUS,06/14/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1137,N343NW,Corporation,AIRBUS INDUSTRIE,07/17/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
1138,N343SW,Corporation,BOEING,05/03/1999,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1139,N344AA,Corporation,GULFSTREAM AEROSPACE,10/21/2002,G-IV,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1140,N344AT,Corporation,BOEING,05/19/2008,737-7BD,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2008
1141,N344NB,Corporation,AIRBUS,06/27/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1142,N344NW,Corporation,AIRBUS INDUSTRIE,07/17/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
1143,N344SW,Corporation,BOEING,05/03/1999,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1144,N345AA,Corporation,GULFSTREAM AEROSPACE,10/28/1998,G-IV,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1145,N345NW,Corporation,AIRBUS INDUSTRIE,07/19/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
1146,N345SA,Corporation,BOEING,06/13/2002,737-3K2,Valid,Fixed Wing Multi-Engine,Turbo-Jet,1987
1147,N346NB,Corporation,AIRBUS,08/28/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1148,N346SW,Corporation,BOEING,04/30/1999,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1149,N346UA,Corporation,BOEING,01/04/1989,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1150,N347NB,Corporation,AIRBUS,08/29/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1151,N347NW,Corporation,AIRBUS INDUSTRIE,07/19/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
1152,N347SW,Corporation,BOEING,06/07/1989,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1153,N347UA,Corporation,BOEING,01/03/1989,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1154,N348NB,Corporation,AIRBUS,09/23/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1155,N348NW,Corporation,AIRBUS INDUSTRIE,07/20/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
1156,N348SW,Corporation,BOEING,06/13/1989,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1157,N348UA,Corporation,BOEING,01/13/1989,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1158,N349NB,Corporation,AIRBUS,09/25/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1159,N349NW,Corporation,AIRBUS INDUSTRIE,07/13/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1996
1160,N349SW,Corporation,BOEING,07/20/1989,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1161,N349UA,Corporation,BOEING,01/26/1989,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1162,N350AA,Corporation,PIPER,11/15/1995,PA-31-350,Valid,Fixed Wing Multi-Engine,Reciprocating,1980
1163,N350NA,Corporation,AIRBUS INDUSTRIE,07/19/2007,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1993
1164,N350SW,Corporation,BOEING,08/22/1989,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1165,N350UA,Corporation,BOEING,04/07/1989,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1166,N351AA,Corporation,BOEING,06/27/1996,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1167,N351NB,Corporation,AIRBUS,10/10/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1168,N351NW,Corporation,AIRBUS INDUSTRIE,12/18/1998,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1997
1169,N351SW,Corporation,BOEING,03/02/2000,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1170,N351UA,Corporation,BOEING,09/12/2005,737-322,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1989
1171,N35204,Corporation,BOEING,07/17/2000,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2000
1172,N35260,Corporation,BOEING,06/11/2001,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1173,N35271,Corporation,BOEING,11/02/2001,737-824,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1174,N352AA,Corporation,BOEING,06/24/1996,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1175,N352NB,Corporation,AIRBUS,10/22/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1176,N352NW,Corporation,AIRBUS INDUSTRIE,06/26/1998,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
1177,N352SW,Corporation,BOEING,11/28/1990,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
1178,N353AA,Corporation,BOEING,06/26/1996,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1179,N353NB,Corporation,AIRBUS,10/25/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1180,N353NW,Corporation,AIRBUS INDUSTRIE,06/26/1998,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
1181,N353SW,Corporation,BOEING,12/03/1990,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1990
1182,N35407,Corporation,BOEING,09/21/2001,737-924,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2001
1183,N354AA,Corporation,BOEING,07/10/1996,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1184,N354CA,Corporation,BOMBARDIER INC,12/19/2007,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1185,N354NB,Corporation,AIRBUS,11/07/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1186,N354NW,Corporation,AIRBUS INDUSTRIE,06/26/1998,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
1187,N354SW,Corporation,BOEING,08/03/1991,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
1188,N355AA,Corporation,BOEING,06/16/1988,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1189,N355CA,Corporation,BOMBARDIER INC,12/20/2007,CL-600-2C10,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1190,N355NB,Corporation,AIRBUS,11/14/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1191,N355NW,Corporation,AIRBUS INDUSTRIE,10/21/1998,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
1192,N355SW,Corporation,BOEING,08/12/1991,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
1193,N356NW,Corporation,AIRBUS INDUSTRIE,12/18/1998,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
1194,N356SW,Corporation,BOEING,08/16/1991,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1991
1195,N357AA,Corporation,BOEING,06/20/1996,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
1196,N357NB,Corporation,AIRBUS,12/19/2002,A319-114,Valid,Fixed Wing Multi-Engine,Turbo-Fan,2002
1197,N357NW,Corporation,AIRBUS INDUSTRIE,12/18/1998,A320-212,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1998
1198,N357SW,Corporation,BOEING,06/10/1992,737-3H4,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1992
1199,N358AA,Corporation,BOEING,07/07/2008,767-323,Valid,Fixed Wing Multi-Engine,Turbo-Fan,1988
